# Header data
_bpDBSCAN_Topas3.7
# Target model
Fiber
# Bounding volume
1	0.08	0.08	0.08
# DNA Density
1.20586e+07
# O2 concentration
 
# Incident particle
2212
# Mean Energy (MeV)
1
# Distribution function
Gaussian	1.000000	0.000000
# Event count
252
# File event grouping
Exposure
#
# Line-by-line hit data listing
1	-0.0117952	0.00572683	0.0404371	1 1 0	0	     	 	2 1 1/4 5 1/	 
0	-0.00792015	-0.00495191	0.0303847	0 1 0	0	     	 	1 1 1/	 
0	-0.00863356	-0.00517975	0.0298647	0 1 0	0	     	 	4 1 1/	 
0	-0.0089108	-0.00501672	0.0300568	0 1 0	0	     	 	4 1 1/	 
0	-0.00878811	-0.00487877	0.0286086	0 1 0	0	     	 	4 1 1/	 
0	-0.00931677	-0.00465517	0.0292721	1 0 0	0	     	 	2 1 1/	 
0	-0.0102636	-0.00440063	0.0291549	0 1 0	0	     	 	4 1 1/	 
0	-0.0107175	-0.00448505	0.0291634	0 1 0	0	     	 	4 1 1/	 
0	-0.0108988	-0.00485623	0.0295356	0 1 0	0	     	 	4 1 1/	 
0	-0.00993381	-0.00523664	0.0293728	1 0 0	0	     	 	2 1 1/	 
0	-0.00846081	-0.00518701	0.0297433	0 1 0	0	     	 	4 1 1/	 
0	-0.00848698	-0.00521544	0.0296178	0 1 0	0	     	 	4 1 1/	 
0	-0.00743509	-0.00220148	0.0233914	0 1 0	0	     	 	4 1 1/	 
0	-0.00740986	-0.00237894	0.0230908	0 1 0	0	     	 	4 1 1/	 
0	-0.00729498	-0.00243911	0.0227671	0 1 0	0	     	 	4 1 1/	 
0	-0.00730402	-0.00242461	0.0227044	0 1 0	0	     	 	4 1 1/	 
0	-0.00680735	-0.00302156	0.0207845	1 0 0	0	     	 	2 1 1/	 
0	-0.00679829	-0.00302002	0.0207765	1 0 0	0	     	 	2 1 1/	 
0	-0.00671525	-0.00523227	0.0231196	0 1 0	0	     	 	1 1 1/	 
0	-0.00692364	-0.00549827	0.0233199	0 1 0	0	     	 	1 1 1/	 
0	-0.00769919	-0.00646001	0.0243079	1 0 0	0	     	 	2 1 1/	 
0	-0.00808504	-0.00750576	0.0246961	0 1 0	0	     	 	4 1 1/	 
0	-0.00860114	-0.00750943	0.0248328	0 1 0	0	     	 	4 1 1/	 
0	-0.010088	-0.00681841	0.025642	0 1 0	0	     	 	4 1 1/	 
0	-0.0100628	-0.00679826	0.0256979	0 1 0	0	     	 	4 1 1/	 
0	-0.00791019	-0.00321841	0.0204081	0 1 0	0	     	 	4 1 1/	 
0	-0.00729452	-0.00373447	0.0203401	0 1 0	0	     	 	4 1 1/	 
0	-0.00756485	-0.00304771	0.0200019	1 0 0	0	     	 	3 1 1/	 
0	-0.00756577	-0.00303505	0.020014	1 0 0	0	     	 	3 1 1/	 
0	-0.00740674	-0.0020622	0.0195683	0 1 0	0	     	 	1 1 1/	 
0	-0.00740327	-0.00202746	0.019588	0 1 0	0	     	 	1 1 1/	 
0	-0.00619616	-0.00572094	0.0173136	0 1 0	0	     	 	1 1 1/	 
0	-0.00568036	-0.00500281	0.00648913	0 1 0	0	     	 	4 1 1/	 
0	-0.004895	-0.00642739	0.00640387	0 1 0	0	     	 	1 1 1/	 
0	-0.00594786	-0.00548168	0.00687338	0 1 0	0	     	 	4 1 1/	 
0	-0.00585937	-0.00550915	0.00684033	0 1 0	0	     	 	4 1 1/	 
0	-0.00585813	-0.00550946	0.00684347	0 1 0	0	     	 	4 1 1/	 
0	-0.00585813	-0.00550946	0.00684347	0 1 0	0	     	 	4 1 1/	 
0	-0.00608649	-0.0069674	0.00741755	0 1 0	0	     	 	1 1 1/	 
0	-0.00568005	-0.00500355	0.00648889	0 1 0	0	     	 	4 1 1/	 
0	-0.0074612	-0.00387635	-0.00773048	0 1 0	0	     	 	1 1 1/	 
0	-0.00755421	-0.00386436	-0.00773157	0 1 0	0	     	 	1 1 1/	 
0	-0.00755421	-0.00386436	-0.00773157	0 1 0	0	     	 	1 1 1/	 
0	-0.00698311	-0.00409797	-0.0176833	0 1 0	0	     	 	4 1 1/	 
0	-0.00676415	-0.00642027	-0.0187422	0 1 0	0	     	 	4 1 1/	 
0	-0.00625797	-0.00546955	-0.0160512	0 1 0	0	     	 	1 1 1/	 
0	-0.00618593	-0.00547829	-0.015978	0 1 0	0	     	 	1 1 1/	 
0	-0.0128692	-0.00666974	-0.0338163	0 1 0	0	     	 	1 1 1/	 
0	-0.00818241	-0.00391059	-0.0217087	0 1 0	0	     	 	4 1 1/	 
0	-0.00886959	-0.00593608	-0.0245974	0 1 0	0	     	 	4 1 1/	 
0	-0.00731713	-0.00330523	-0.0265866	0 1 0	0	     	 	1 1 1/	 
0	-0.00771928	-0.00287232	-0.0266404	1 0 0	0	     	 	2 1 1/	 
0	-0.00824985	-0.00262566	-0.0267853	1 0 0	0	     	 	3 1 1/	 
0	-0.00803417	-0.00292063	-0.0274508	1 0 0	0	     	 	3 1 1/	 
0	-0.00808971	-0.00284427	-0.0274452	1 0 0	0	     	 	3 1 1/	 
0	-0.009403	-0.00552892	-0.0339785	0 1 0	0	     	 	1 1 1/	 
0	-0.00960334	-0.00578499	-0.033802	0 1 0	0	     	 	1 1 1/	 
0	-0.00740767	-0.00434961	-0.0311159	0 1 0	0	     	 	4 1 1/	 
0	-0.00765805	-0.00340984	-0.0310269	1 0 0	0	     	 	3 1 1/	 
0	-0.00766838	-0.00332914	-0.0310889	1 0 0	0	     	 	3 1 1/	 
0	-0.00827736	-0.00410686	-0.0313108	0 1 0	0	     	 	4 1 1/	 
0	-0.00716171	-0.00356368	-0.0396264	0 1 0	0	     	 	4 1 1/	 
0	-0.00567544	0.00372585	-0.0400083	0 1 0	0	     	 	1 1 1/	 
0	-0.00568721	0.00372296	-0.0400253	0 1 0	0	     	 	1 1 1/	 
0	-0.00568721	0.00372296	-0.0400253	0 1 0	0	     	 	1 1 1/	 
0	-0.00495415	-0.00590162	-0.0402621	0 1 0	0	     	 	1 1 1/	 
0	-0.00482022	-0.0059596	-0.0403196	0 1 0	0	     	 	1 1 1/	 
0	-0.00477281	-0.00516289	-0.0543201	0 1 0	0	     	 	4 1 1/	 
0	0.00914063	-0.00263376	0.033632	0 1 0	0	     	 	4 1 1/	 
0	-0.00715299	-0.00297956	-0.0264997	0 1 0	0	     	 	1 1 1/	 
0	-0.0112611	0.00496177	-0.0364019	0 1 0	0	     	 	1 1 1/	 
0	-0.0101259	-0.00290739	-0.0374453	0 1 0	0	     	 	1 1 1/	 
0	-0.0138703	0.00710255	-0.0375326	1 0 0	0	     	 	3 1 1/	 
0	-0.0138506	0.00749287	-0.0374593	0 1 0	0	     	 	4 1 1/	 
0	-0.0140635	0.00775061	-0.038025	0 1 0	0	     	 	1 1 1/	 
0	-0.0140077	0.00780946	-0.038001	0 1 0	0	     	 	1 1 1/	 
0	-0.0141852	0.00744821	-0.0409637	0 1 0	0	     	 	4 1 1/	 
0	-0.0140162	0.00722853	-0.041068	0 1 0	0	     	 	4 1 1/	 
0	-0.0116778	0.00715161	-0.0432324	0 1 0	0	     	 	1 1 1/	 
0	-0.0110653	0.00481701	-0.0364875	0 1 0	0	     	 	1 1 1/	 
0	-0.0116525	0.00493947	-0.0356957	1 0 0	0	     	 	2 1 1/	 
0	-0.0116483	0.00493417	-0.0357016	1 0 0	0	     	 	2 1 1/	 
0	-0.00926093	0.00299267	-0.0354185	0 1 0	0	     	 	4 1 1/	 
0	-0.00926236	0.00299248	-0.0354176	0 1 0	0	     	 	4 1 1/	 
0	-0.00926236	0.00299248	-0.0354176	0 1 0	0	     	 	4 1 1/	 
0	-0.00930088	0.00467723	-0.0358123	0 1 0	0	     	 	1 1 1/	 
0	-0.00966024	0.0038422	-0.0360631	1 0 0	0	     	 	2 1 1/	 
0	-0.00791804	0.00554776	-0.0354419	0 1 0	0	     	 	4 1 1/	 
0	0.00158849	0.00786966	-0.0479871	0 1 0	0	     	 	4 1 1/	 
0	0.00165191	0.00840253	-0.0477459	1 0 0	0	     	 	3 1 1/	 
0	0.00166303	0.00806477	-0.0495912	1 0 0	0	     	 	2 1 1/	 
0	0.00128121	0.0074259	-0.0499642	1 0 0	0	     	 	3 1 1/	 
0	-0.00808127	0.000798393	-0.0676256	0 1 0	0	     	 	4 1 1/	 
0	-0.00707443	0.00146226	-0.0646579	0 1 0	0	     	 	1 1 1/	 
0	-0.00810171	0.00205744	-0.0678778	1 0 0	0	     	 	3 1 1/	 
0	-0.00916993	0.00181804	-0.0676564	0 1 0	0	     	 	1 1 1/	 
0	-0.0092538	0.00741843	-0.0608011	1 0 0	0	     	 	3 1 1/	 
0	-0.00925322	0.0074187	-0.0602895	0 1 0	0	     	 	4 1 1/	 
0	-0.0092308	0.00743456	-0.0355232	1 0 0	0	     	 	3 1 1/	 
0	-0.0092304	0.0074346	-0.0350837	0 1 0	0	     	 	4 1 1/	 
0	-0.00921803	0.00743618	-0.0234188	1 0 0	0	     	 	3 1 1/	 
0	-0.00921797	0.00743619	-0.0233633	1 0 0	0	     	 	3 1 1/	 
0	-0.00920557	0.00743595	-0.0108769	1 0 0	0	     	 	3 1 1/	 
0	-0.00920578	0.00743577	-0.0103654	1 0 0	0	     	 	2 1 1/	 
0	-0.00920583	0.00743573	-0.0102587	1 0 0	0	     	 	2 1 1/	 
0	-0.00917565	0.00742321	0.00196122	1 0 0	0	     	 	2 1 1/	 
0	-0.0092134	0.00744027	0.00226574	1 0 0	0	     	 	3 1 1/	 
0	-0.00922867	0.00745835	0.0262777	0 1 0	0	     	 	1 1 1/	 
0	-0.00922918	0.00745887	0.0269329	1 0 0	0	     	 	2 1 1/	 
0	-0.00922999	0.00745968	0.027921	0 1 0	0	     	 	4 1 1/	 
0	-0.009238	0.00746031	0.0401922	1 0 0	0	     	 	2 1 1/	 
0	-0.00926771	0.00745991	0.052134	1 0 0	0	     	 	3 1 1/	 
0	-0.00930261	0.00745901	0.0657151	0 1 0	0	     	 	4 1 1/	 
0	-0.00975328	0.0076548	0.0652688	1 0 0	0	     	 	3 1 1/	 
0	-0.00976039	0.00765347	0.0652494	1 0 0	0	     	 	3 1 1/	 
0	-0.00976075	0.00765341	0.0652484	1 0 0	0	     	 	3 1 1/	 
0	-0.0089093	0.00607045	0.0434399	1 0 0	0	     	 	2 1 1/	 
0	-0.010277	0.00433934	0.0407009	0 1 0	0	     	 	4 1 1/	 
0	-0.00975707	0.00453627	0.0404955	0 1 0	0	     	 	4 1 1/	 
0	-0.00842099	0.00307827	0.0396996	0 1 0	0	     	 	4 1 1/	 
0	-0.00841018	0.00306552	0.0396778	0 1 0	0	     	 	4 1 1/	 
0	-0.0102682	0.00433699	0.0407007	0 1 0	0	     	 	4 1 1/	 
0	-0.0127035	0.00471941	0.039689	0 1 0	0	     	 	1 1 1/	 
0	-0.0122551	0.0054311	0.0389783	0 1 0	0	     	 	1 1 1/	 
0	-0.011451	0.00621971	0.0401837	0 1 0	0	     	 	4 1 1/	 
0	-0.0114462	0.0052548	0.040079	1 0 0	0	     	 	3 1 1/	 
0	-0.0123084	0.00616008	0.040473	0 1 0	0	     	 	4 1 1/	 
0	-0.0111488	0.00553522	0.0390919	0 1 0	0	     	 	4 1 1/	 
0	-0.00882869	0.00814075	0.039382	0 1 0	0	     	 	1 1 1/	 
0	-0.00862317	0.00759171	0.0394135	0 1 0	0	     	 	1 1 1/	 
0	-0.00880592	0.00747179	0.0392866	0 1 0	0	     	 	1 1 1/	 
0	-0.00894637	0.00614363	0.0392412	0 1 0	0	     	 	1 1 1/	 
0	-0.00953707	0.00480022	0.0402644	0 1 0	0	     	 	4 1 1/	 
0	-0.00967966	0.00455452	0.0398696	0 1 0	0	     	 	4 1 1/	 
0	-0.012165	0.0061124	0.0390637	0 1 0	0	     	 	1 1 1/	 
0	-0.0116127	0.00442707	0.0395701	0 1 0	0	     	 	4 1 1/	 
0	-0.0119156	0.00478625	0.0400337	1 0 0	0	     	 	2 1 1/	 
0	-0.0119068	0.00503446	0.0397999	1 0 0	0	     	 	3 1 1/	 
0	-0.0123952	0.00589585	0.0399694	1 0 0	0	     	 	3 1 1/	 
0	-0.0106424	0.00579311	0.03169	0 1 0	0	     	 	4 1 1/	 
0	-0.00917187	0.00644393	0.028015	0 1 0	0	     	 	1 1 1/	 
0	-0.013251	0.00652792	0.0126016	0 1 0	0	     	 	1 1 1/	 
0	-0.0132862	0.0065096	0.0126181	0 1 0	0	     	 	1 1 1/	 
0	-0.0138114	0.00675779	0.0121392	0 1 0	0	     	 	4 1 1/	 
0	-0.0111685	0.00548581	0.0143163	0 1 0	0	     	 	4 1 1/	 
0	-0.0111699	0.00548591	0.0143167	0 1 0	0	     	 	4 1 1/	 
0	-0.0103081	0.00911701	0.00128908	0 1 0	0	     	 	1 1 1/	 
0	-0.0092619	0.00715448	0.00330833	0 1 0	0	     	 	4 1 1/	 
0	-0.0092171	0.00753722	0.00305726	0 1 0	0	     	 	4 1 1/	 
0	-0.00921344	0.00744031	0.00232742	1 0 0	0	     	 	3 1 1/	 
0	-0.00913819	0.0074065	0.00219814	1 0 0	0	     	 	2 1 1/	 
0	-0.00949279	0.00844369	0.0017509	0 1 0	0	     	 	4 1 1/	 
0	-0.00866025	0.00639568	0.00252091	0 1 0	0	     	 	1 1 1/	 
0	-0.00831746	0.00659712	0.00227486	1 0 0	0	     	 	2 1 1/	 
0	-0.00833033	0.00702155	0.0022395	1 0 0	0	     	 	3 1 1/	 
0	-0.00849825	0.00721998	0.00234758	1 0 0	0	     	 	3 1 1/	 
0	-0.00839614	0.00651549	0.00195618	1 0 0	0	     	 	2 1 1/	 
0	-0.00836274	0.006549	0.00222468	1 0 0	0	     	 	2 1 1/	 
0	-0.0100029	0.00724952	0.00201762	0 1 0	0	     	 	4 1 1/	 
0	-0.00977156	0.00776788	0.00172187	0 1 0	0	     	 	4 1 1/	 
0	-0.0100082	0.00838276	0.00198495	1 0 0	0	     	 	3 1 1/	 
0	-0.00872249	0.00268809	0.00646603	0 1 0	0	     	 	4 1 1/	 
0	-0.00755999	0.00132252	0.0076833	0 1 0	0	     	 	1 1 1/	 
0	-0.00762586	0.00136258	0.00767305	0 1 0	0	     	 	1 1 1/	 
0	-0.00810352	0.00177093	0.00855127	1 0 0	0	     	 	2 1 1/	 
0	-0.00890057	0.00151348	0.00737833	1 0 0	0	     	 	3 1 1/	 
0	-0.00889067	0.00203064	0.00719813	1 0 0	0	     	 	3 1 1/	 
0	-0.00923523	0.00217614	0.00756704	1 0 0	0	     	 	2 1 1/	 
0	-0.00899587	0.00255596	0.00889378	0 1 0	0	     	 	4 1 1/	 
0	-0.00870611	0.00235697	0.00846715	0 1 0	0	     	 	4 1 1/	 
0	-0.0128682	0.00211455	0.00543762	0 1 0	0	     	 	4 1 1/	 
0	-0.0116477	0.000883255	0.00569196	0 1 0	0	     	 	4 1 1/	 
0	-0.0116397	0.000886209	0.00570037	0 1 0	0	     	 	4 1 1/	 
0	-0.00615635	0.00638332	-0.000385985	0 1 0	0	     	 	1 1 1/	 
0	-0.00614421	0.00635194	-0.000406827	0 1 0	0	     	 	1 1 1/	 
0	-0.00828095	0.00729143	-0.0103232	1 0 0	0	     	 	2 1 1/	 
0	-0.00956444	0.00689784	-0.0186535	0 1 0	0	     	 	1 1 1/	 
0	-0.0107633	0.00548338	-0.0194333	0 1 0	0	     	 	1 1 1/	 
0	-0.0117043	0.00621637	-0.019085	0 1 0	0	     	 	4 1 1/	 
0	-0.0120211	0.00636757	-0.0194752	0 1 0	0	     	 	4 1 1/	 
0	-0.0120359	0.00664524	-0.0195656	0 1 0	0	     	 	4 1 1/	 
0	-0.00803544	0.0112756	-0.0184557	0 1 0	0	     	 	1 1 1/	 
0	-0.00912535	0.00693563	-0.0192893	0 1 0	0	     	 	1 1 1/	 
0	-0.00911168	0.00693815	-0.0192517	0 1 0	0	     	 	1 1 1/	 
0	-0.00905012	0.00690044	-0.0191447	0 1 0	0	     	 	1 1 1/	 
0	-0.00904436	0.00689515	-0.0191369	0 1 0	0	     	 	1 1 1/	 
0	-0.00897521	0.00610292	-0.0188923	1 0 0	0	     	 	3 1 1/	 
0	-0.00929708	0.00713836	-0.0224848	0 1 0	0	     	 	4 1 1/	 
0	-0.00902187	0.00644702	-0.023417	0 1 0	0	     	 	1 1 1/	 
0	-0.00901922	0.00643194	-0.0234301	0 1 0	0	     	 	1 1 1/	 
0	-0.00901922	0.00643194	-0.0234301	0 1 0	0	     	 	1 1 1/	 
0	-0.00949008	0.00772363	-0.0232784	1 0 0	0	     	 	3 1 1/	 
0	-0.00942122	0.00758211	-0.0228343	1 0 0	0	     	 	2 1 1/	 
0	-0.00940934	0.00755768	-0.0227576	1 0 0	0	     	 	2 1 1/	 
0	-0.00584666	0.0110732	-0.0302901	0 1 0	0	     	 	1 1 1/	 
0	-0.00585058	0.0110734	-0.0303097	0 1 0	0	     	 	1 1 1/	 
0	-0.00905341	0.00825917	-0.0361886	0 1 0	0	     	 	1 1 1/	 
0	-0.00904576	0.00824315	-0.0361934	0 1 0	0	     	 	1 1 1/	 
0	-0.00904533	0.00824226	-0.0361937	0 1 0	0	     	 	1 1 1/	 
0	-0.00968977	0.00724585	-0.0358292	0 1 0	0	     	 	1 1 1/	 
0	-0.00973895	0.00715782	-0.0357933	0 1 0	0	     	 	1 1 1/	 
0	-0.00963433	0.0073451	-0.0358697	0 1 0	0	     	 	1 1 1/	 
0	-0.00963433	0.0073451	-0.0358697	0 1 0	0	     	 	1 1 1/	 
0	-0.00899308	0.00616385	-0.0450532	0 1 0	0	     	 	1 1 1/	 
0	-0.00776028	0.00491481	-0.0446949	0 1 0	0	     	 	4 1 1/	 
0	-0.00926683	0.00215067	-0.0437503	1 0 0	0	     	 	3 1 1/	 
0	-0.0090548	0.00183645	-0.0429621	1 0 0	0	     	 	3 1 1/	 
0	-0.00948646	0.00299972	-0.0434739	0 1 0	0	     	 	1 1 1/	 
0	-0.0118689	0.00599836	-0.0452813	0 1 0	0	     	 	1 1 1/	 
0	-0.0111482	0.0057921	-0.0446394	0 1 0	0	     	 	1 1 1/	 
0	-0.0115028	0.00564101	-0.0447204	0 1 0	0	     	 	1 1 1/	 
0	-0.00728785	0.00536308	-0.0664355	0 1 0	0	     	 	4 1 1/	 
0	-0.00682571	0.00506495	-0.0669032	1 0 0	0	     	 	3 1 1/	 
0	-0.00633906	0.00457211	-0.0677353	0 1 0	0	     	 	4 1 1/	 
1	5.21507e-313	5.21507e-313	5.21507e-313	0 -2 1	-1	     	 		 
